topic,response_type,model1,model2,jsd
mental-health,proportionality,Apertus-8B-Instruct-2509,Llama-3.1-8B-Instruct,0.433
mental-health,proportionality,Apertus-8B-Instruct-2509,Llama-3.2-1B-Instruct,0.441
mental-health,proportionality,Apertus-8B-Instruct-2509,Llama-3.2-3B-Instruct,0.465
mental-health,proportionality,Apertus-8B-Instruct-2509,Qwen2.5-14B-Instruct,0.454
mental-health,proportionality,Apertus-8B-Instruct-2509,Qwen2.5-72B-Instruct,0.693
mental-health,proportionality,Apertus-8B-Instruct-2509,Qwen2.5-7B-Instruct,0.361
mental-health,proportionality,Llama-3.1-70B-Instruct,Llama-3.1-8B-Instruct,0.355
mental-health,proportionality,Llama-3.1-70B-Instruct,Llama-3.2-1B-Instruct,0.417
mental-health,proportionality,Llama-3.1-70B-Instruct,Llama-3.2-3B-Instruct,0.353
mental-health,proportionality,Llama-3.1-70B-Instruct,Qwen2.5-14B-Instruct,0.472
mental-health,proportionality,Llama-3.1-70B-Instruct,Qwen2.5-72B-Instruct,0.693
mental-health,proportionality,Llama-3.1-70B-Instruct,Qwen2.5-7B-Instruct,0.468
mental-health,proportionality,Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,0.411
mental-health,proportionality,Llama-3.1-8B-Instruct,Llama-3.2-3B-Instruct,0.35
mental-health,proportionality,Llama-3.1-8B-Instruct,Qwen2.5-14B-Instruct,0.534
mental-health,proportionality,Llama-3.1-8B-Instruct,Qwen2.5-72B-Instruct,0.693
mental-health,proportionality,Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,0.483
mental-health,proportionality,Llama-3.2-1B-Instruct,Llama-3.2-3B-Instruct,0.385
mental-health,proportionality,Llama-3.2-1B-Instruct,Qwen2.5-14B-Instruct,0.536
mental-health,proportionality,Llama-3.2-1B-Instruct,Qwen2.5-72B-Instruct,0.693
mental-health,proportionality,Llama-3.2-1B-Instruct,Qwen2.5-7B-Instruct,0.488
mental-health,proportionality,Llama-3.2-3B-Instruct,Qwen2.5-14B-Instruct,0.548
mental-health,proportionality,Llama-3.2-3B-Instruct,Qwen2.5-72B-Instruct,0.693
mental-health,proportionality,Llama-3.2-3B-Instruct,Qwen2.5-7B-Instruct,0.487
mental-health,proportionality,Qwen2.5-14B-Instruct,Qwen2.5-72B-Instruct,0.693
mental-health,proportionality,Qwen2.5-14B-Instruct,Qwen2.5-7B-Instruct,0.391
mental-health,proportionality,Qwen2.5-72B-Instruct,Qwen2.5-7B-Instruct,0.693
mental-health,purity,Apertus-8B-Instruct-2509,Llama-3.1-70B-Instruct,0.396
mental-health,purity,Apertus-8B-Instruct-2509,Llama-3.1-8B-Instruct,0.374
mental-health,purity,Apertus-8B-Instruct-2509,Llama-3.2-1B-Instruct,0.436
mental-health,purity,Apertus-8B-Instruct-2509,Llama-3.2-3B-Instruct,0.392
mental-health,purity,Apertus-8B-Instruct-2509,Qwen2.5-14B-Instruct,0.447
mental-health,purity,Apertus-8B-Instruct-2509,Qwen2.5-72B-Instruct,0.693
mental-health,purity,Apertus-8B-Instruct-2509,Qwen2.5-7B-Instruct,0.448
mental-health,purity,Llama-3.1-70B-Instruct,Llama-3.1-8B-Instruct,0.295
mental-health,purity,Llama-3.1-70B-Instruct,Llama-3.2-1B-Instruct,0.432
mental-health,purity,Llama-3.1-70B-Instruct,Llama-3.2-3B-Instruct,0.361
mental-health,purity,Llama-3.1-70B-Instruct,Qwen2.5-14B-Instruct,0.441
mental-health,purity,Llama-3.1-70B-Instruct,Qwen2.5-72B-Instruct,0.693
mental-health,purity,Llama-3.1-70B-Instruct,Qwen2.5-7B-Instruct,0.459
mental-health,purity,Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,0.435
mental-health,purity,Llama-3.1-8B-Instruct,Llama-3.2-3B-Instruct,0.361
mental-health,purity,Llama-3.1-8B-Instruct,Qwen2.5-14B-Instruct,0.475
mental-health,purity,Llama-3.1-8B-Instruct,Qwen2.5-72B-Instruct,0.693
mental-health,purity,Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,0.433
mental-health,purity,Llama-3.2-1B-Instruct,Llama-3.2-3B-Instruct,0.449
mental-health,purity,Llama-3.2-1B-Instruct,Qwen2.5-14B-Instruct,0.468
mental-health,purity,Llama-3.2-1B-Instruct,Qwen2.5-72B-Instruct,0.693
mental-health,purity,Llama-3.2-1B-Instruct,Qwen2.5-7B-Instruct,0.431
mental-health,purity,Llama-3.2-3B-Instruct,Qwen2.5-14B-Instruct,0.468
mental-health,purity,Llama-3.2-3B-Instruct,Qwen2.5-72B-Instruct,0.693
mental-health,purity,Llama-3.2-3B-Instruct,Qwen2.5-7B-Instruct,0.451
mental-health,purity,Qwen2.5-14B-Instruct,Qwen2.5-72B-Instruct,0.693
mental-health,purity,Qwen2.5-14B-Instruct,Qwen2.5-7B-Instruct,0.391
mental-health,purity,Qwen2.5-72B-Instruct,Qwen2.5-7B-Instruct,0.693
national-defense-national-security,authority,Apertus-8B-Instruct-2509,Llama-3.1-70B-Instruct,0.369
national-defense-national-security,authority,Apertus-8B-Instruct-2509,Llama-3.1-8B-Instruct,0.369
national-defense-national-security,authority,Apertus-8B-Instruct-2509,Llama-3.2-1B-Instruct,0.442
national-defense-national-security,authority,Apertus-8B-Instruct-2509,Llama-3.2-3B-Instruct,0.392
national-defense-national-security,authority,Apertus-8B-Instruct-2509,Qwen2.5-14B-Instruct,0.39
national-defense-national-security,authority,Apertus-8B-Instruct-2509,Qwen2.5-72B-Instruct,0.382
national-defense-national-security,authority,Apertus-8B-Instruct-2509,Qwen2.5-7B-Instruct,0.41
national-defense-national-security,authority,Llama-3.1-70B-Instruct,Llama-3.1-8B-Instruct,0.292
national-defense-national-security,authority,Llama-3.1-70B-Instruct,Llama-3.2-1B-Instruct,0.394
national-defense-national-security,authority,Llama-3.1-70B-Instruct,Llama-3.2-3B-Instruct,0.237
national-defense-national-security,authority,Llama-3.1-70B-Instruct,Qwen2.5-14B-Instruct,0.348
national-defense-national-security,authority,Llama-3.1-70B-Instruct,Qwen2.5-72B-Instruct,0.377
national-defense-national-security,authority,Llama-3.1-70B-Instruct,Qwen2.5-7B-Instruct,0.398
national-defense-national-security,authority,Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,0.456
national-defense-national-security,authority,Llama-3.1-8B-Instruct,Llama-3.2-3B-Instruct,0.314
national-defense-national-security,authority,Llama-3.1-8B-Instruct,Qwen2.5-14B-Instruct,0.33
national-defense-national-security,authority,Llama-3.1-8B-Instruct,Qwen2.5-72B-Instruct,0.404
national-defense-national-security,authority,Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,0.381
national-defense-national-security,authority,Llama-3.2-1B-Instruct,Llama-3.2-3B-Instruct,0.356
national-defense-national-security,authority,Llama-3.2-1B-Instruct,Qwen2.5-14B-Instruct,0.457
national-defense-national-security,authority,Llama-3.2-1B-Instruct,Qwen2.5-72B-Instruct,0.441
national-defense-national-security,authority,Llama-3.2-1B-Instruct,Qwen2.5-7B-Instruct,0.454
national-defense-national-security,authority,Llama-3.2-3B-Instruct,Qwen2.5-14B-Instruct,0.372
national-defense-national-security,authority,Llama-3.2-3B-Instruct,Qwen2.5-72B-Instruct,0.39
national-defense-national-security,authority,Llama-3.2-3B-Instruct,Qwen2.5-7B-Instruct,0.37
national-defense-national-security,authority,Qwen2.5-14B-Instruct,Qwen2.5-72B-Instruct,0.377
national-defense-national-security,authority,Qwen2.5-14B-Instruct,Qwen2.5-7B-Instruct,0.383
national-defense-national-security,authority,Qwen2.5-72B-Instruct,Qwen2.5-7B-Instruct,0.433
national-defense-national-security,base,Apertus-8B-Instruct-2509,Llama-3.1-70B-Instruct,0.374
national-defense-national-security,base,Apertus-8B-Instruct-2509,Llama-3.1-8B-Instruct,0.376
national-defense-national-security,base,Apertus-8B-Instruct-2509,Llama-3.2-1B-Instruct,0.431
national-defense-national-security,base,Apertus-8B-Instruct-2509,Llama-3.2-3B-Instruct,0.357
national-defense-national-security,base,Apertus-8B-Instruct-2509,Qwen2.5-14B-Instruct,0.352
national-defense-national-security,base,Apertus-8B-Instruct-2509,Qwen2.5-72B-Instruct,0.352
national-defense-national-security,base,Apertus-8B-Instruct-2509,Qwen2.5-7B-Instruct,0.693
national-defense-national-security,base,Llama-3.1-70B-Instruct,Llama-3.1-8B-Instruct,0.3
national-defense-national-security,base,Llama-3.1-70B-Instruct,Llama-3.2-1B-Instruct,0.378
national-defense-national-security,base,Llama-3.1-70B-Instruct,Llama-3.2-3B-Instruct,0.323
national-defense-national-security,base,Llama-3.1-70B-Instruct,Qwen2.5-14B-Instruct,0.345
national-defense-national-security,base,Llama-3.1-70B-Instruct,Qwen2.5-72B-Instruct,0.28
national-defense-national-security,base,Llama-3.1-70B-Instruct,Qwen2.5-7B-Instruct,0.678
national-defense-national-security,base,Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,0.365
national-defense-national-security,base,Llama-3.1-8B-Instruct,Llama-3.2-3B-Instruct,0.325
national-defense-national-security,base,Llama-3.1-8B-Instruct,Qwen2.5-14B-Instruct,0.312
national-defense-national-security,base,Llama-3.1-8B-Instruct,Qwen2.5-72B-Instruct,0.377
national-defense-national-security,base,Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,0.693
national-defense-national-security,base,Llama-3.2-1B-Instruct,Llama-3.2-3B-Instruct,0.364
national-defense-national-security,base,Llama-3.2-1B-Instruct,Qwen2.5-14B-Instruct,0.43
national-defense-national-security,base,Llama-3.2-1B-Instruct,Qwen2.5-72B-Instruct,0.358
national-defense-national-security,base,Llama-3.2-1B-Instruct,Qwen2.5-7B-Instruct,0.693
national-defense-national-security,base,Llama-3.2-3B-Instruct,Qwen2.5-14B-Instruct,0.328
national-defense-national-security,base,Llama-3.2-3B-Instruct,Qwen2.5-72B-Instruct,0.368
national-defense-national-security,base,Llama-3.2-3B-Instruct,Qwen2.5-7B-Instruct,0.667
national-defense-national-security,base,Qwen2.5-14B-Instruct,Qwen2.5-72B-Instruct,0.378
national-defense-national-security,base,Qwen2.5-14B-Instruct,Qwen2.5-7B-Instruct,0.693
national-defense-national-security,base,Qwen2.5-72B-Instruct,Qwen2.5-7B-Instruct,0.671
national-defense-national-security,care,Apertus-8B-Instruct-2509,Llama-3.1-70B-Instruct,0.381
national-defense-national-security,care,Apertus-8B-Instruct-2509,Llama-3.1-8B-Instruct,0.411
national-defense-national-security,care,Apertus-8B-Instruct-2509,Llama-3.2-1B-Instruct,0.466
national-defense-national-security,care,Apertus-8B-Instruct-2509,Llama-3.2-3B-Instruct,0.4
national-defense-national-security,care,Apertus-8B-Instruct-2509,Qwen2.5-14B-Instruct,0.481
national-defense-national-security,care,Apertus-8B-Instruct-2509,Qwen2.5-72B-Instruct,0.415
national-defense-national-security,care,Apertus-8B-Instruct-2509,Qwen2.5-7B-Instruct,0.441
national-defense-national-security,care,Llama-3.1-70B-Instruct,Llama-3.1-8B-Instruct,0.269
national-defense-national-security,care,Llama-3.1-70B-Instruct,Llama-3.2-1B-Instruct,0.41
national-defense-national-security,care,Llama-3.1-70B-Instruct,Llama-3.2-3B-Instruct,0.359
national-defense-national-security,care,Llama-3.1-70B-Instruct,Qwen2.5-14B-Instruct,0.367
national-defense-national-security,care,Llama-3.1-70B-Instruct,Qwen2.5-72B-Instruct,0.317
national-defense-national-security,care,Llama-3.1-70B-Instruct,Qwen2.5-7B-Instruct,0.322
national-defense-national-security,care,Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,0.479
national-defense-national-security,care,Llama-3.1-8B-Instruct,Llama-3.2-3B-Instruct,0.428
national-defense-national-security,care,Llama-3.1-8B-Instruct,Qwen2.5-14B-Instruct,0.466
national-defense-national-security,care,Llama-3.1-8B-Instruct,Qwen2.5-72B-Instruct,0.348
national-defense-national-security,care,Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,0.409
national-defense-national-security,care,Llama-3.2-1B-Instruct,Llama-3.2-3B-Instruct,0.447
national-defense-national-security,care,Llama-3.2-1B-Instruct,Qwen2.5-14B-Instruct,0.528
national-defense-national-security,care,Llama-3.2-1B-Instruct,Qwen2.5-72B-Instruct,0.45
national-defense-national-security,care,Llama-3.2-1B-Instruct,Qwen2.5-7B-Instruct,0.52
national-defense-national-security,care,Llama-3.2-3B-Instruct,Qwen2.5-14B-Instruct,0.456
national-defense-national-security,care,Llama-3.2-3B-Instruct,Qwen2.5-72B-Instruct,0.403
national-defense-national-security,care,Llama-3.2-3B-Instruct,Qwen2.5-7B-Instruct,0.47
national-defense-national-security,care,Qwen2.5-14B-Instruct,Qwen2.5-72B-Instruct,0.385
national-defense-national-security,care,Qwen2.5-14B-Instruct,Qwen2.5-7B-Instruct,0.404
national-defense-national-security,care,Qwen2.5-72B-Instruct,Qwen2.5-7B-Instruct,0.398
national-defense-national-security,equality,Apertus-8B-Instruct-2509,Llama-3.1-70B-Instruct,0.359
national-defense-national-security,equality,Apertus-8B-Instruct-2509,Llama-3.1-8B-Instruct,0.376
national-defense-national-security,equality,Apertus-8B-Instruct-2509,Llama-3.2-1B-Instruct,0.422
national-defense-national-security,equality,Apertus-8B-Instruct-2509,Llama-3.2-3B-Instruct,0.426
national-defense-national-security,equality,Apertus-8B-Instruct-2509,Qwen2.5-14B-Instruct,0.402
national-defense-national-security,equality,Apertus-8B-Instruct-2509,Qwen2.5-72B-Instruct,0.419
national-defense-national-security,equality,Apertus-8B-Instruct-2509,Qwen2.5-7B-Instruct,0.393
national-defense-national-security,equality,Llama-3.1-70B-Instruct,Llama-3.1-8B-Instruct,0.316
national-defense-national-security,equality,Llama-3.1-70B-Instruct,Llama-3.2-1B-Instruct,0.404
national-defense-national-security,equality,Llama-3.1-70B-Instruct,Llama-3.2-3B-Instruct,0.342
national-defense-national-security,equality,Llama-3.1-70B-Instruct,Qwen2.5-14B-Instruct,0.289
national-defense-national-security,equality,Llama-3.1-70B-Instruct,Qwen2.5-72B-Instruct,0.29
national-defense-national-security,equality,Llama-3.1-70B-Instruct,Qwen2.5-7B-Instruct,0.375
national-defense-national-security,equality,Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,0.42
national-defense-national-security,equality,Llama-3.1-8B-Instruct,Llama-3.2-3B-Instruct,0.396
national-defense-national-security,equality,Llama-3.1-8B-Instruct,Qwen2.5-14B-Instruct,0.411
national-defense-national-security,equality,Llama-3.1-8B-Instruct,Qwen2.5-72B-Instruct,0.391
national-defense-national-security,equality,Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,0.4
national-defense-national-security,equality,Llama-3.2-1B-Instruct,Llama-3.2-3B-Instruct,0.428
national-defense-national-security,equality,Llama-3.2-1B-Instruct,Qwen2.5-14B-Instruct,0.482
national-defense-national-security,equality,Llama-3.2-1B-Instruct,Qwen2.5-72B-Instruct,0.382
national-defense-national-security,equality,Llama-3.2-1B-Instruct,Qwen2.5-7B-Instruct,0.439
national-defense-national-security,equality,Llama-3.2-3B-Instruct,Qwen2.5-14B-Instruct,0.378
national-defense-national-security,equality,Llama-3.2-3B-Instruct,Qwen2.5-72B-Instruct,0.388
national-defense-national-security,equality,Llama-3.2-3B-Instruct,Qwen2.5-7B-Instruct,0.407
national-defense-national-security,equality,Qwen2.5-14B-Instruct,Qwen2.5-72B-Instruct,0.375
national-defense-national-security,equality,Qwen2.5-14B-Instruct,Qwen2.5-7B-Instruct,0.349
national-defense-national-security,equality,Qwen2.5-72B-Instruct,Qwen2.5-7B-Instruct,0.362
national-defense-national-security,loyalty,Apertus-8B-Instruct-2509,Llama-3.1-70B-Instruct,0.336
national-defense-national-security,loyalty,Apertus-8B-Instruct-2509,Llama-3.1-8B-Instruct,0.334
national-defense-national-security,loyalty,Apertus-8B-Instruct-2509,Llama-3.2-1B-Instruct,0.446
national-defense-national-security,loyalty,Apertus-8B-Instruct-2509,Llama-3.2-3B-Instruct,0.321
national-defense-national-security,loyalty,Apertus-8B-Instruct-2509,Qwen2.5-14B-Instruct,0.363
national-defense-national-security,loyalty,Apertus-8B-Instruct-2509,Qwen2.5-72B-Instruct,0.405
national-defense-national-security,loyalty,Apertus-8B-Instruct-2509,Qwen2.5-7B-Instruct,0.401
national-defense-national-security,loyalty,Llama-3.1-70B-Instruct,Llama-3.1-8B-Instruct,0.273
national-defense-national-security,loyalty,Llama-3.1-70B-Instruct,Llama-3.2-1B-Instruct,0.401
national-defense-national-security,loyalty,Llama-3.1-70B-Instruct,Llama-3.2-3B-Instruct,0.31
national-defense-national-security,loyalty,Llama-3.1-70B-Instruct,Qwen2.5-14B-Instruct,0.341
national-defense-national-security,loyalty,Llama-3.1-70B-Instruct,Qwen2.5-72B-Instruct,0.358
national-defense-national-security,loyalty,Llama-3.1-70B-Instruct,Qwen2.5-7B-Instruct,0.39
national-defense-national-security,loyalty,Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,0.351
national-defense-national-security,loyalty,Llama-3.1-8B-Instruct,Llama-3.2-3B-Instruct,0.372
national-defense-national-security,loyalty,Llama-3.1-8B-Instruct,Qwen2.5-14B-Instruct,0.345
national-defense-national-security,loyalty,Llama-3.1-8B-Instruct,Qwen2.5-72B-Instruct,0.409
national-defense-national-security,loyalty,Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,0.408
national-defense-national-security,loyalty,Llama-3.2-1B-Instruct,Llama-3.2-3B-Instruct,0.406
national-defense-national-security,loyalty,Llama-3.2-1B-Instruct,Qwen2.5-14B-Instruct,0.391
national-defense-national-security,loyalty,Llama-3.2-1B-Instruct,Qwen2.5-72B-Instruct,0.394
national-defense-national-security,loyalty,Llama-3.2-1B-Instruct,Qwen2.5-7B-Instruct,0.396
national-defense-national-security,loyalty,Llama-3.2-3B-Instruct,Qwen2.5-14B-Instruct,0.342
national-defense-national-security,loyalty,Llama-3.2-3B-Instruct,Qwen2.5-72B-Instruct,0.387
national-defense-national-security,loyalty,Llama-3.2-3B-Instruct,Qwen2.5-7B-Instruct,0.381
national-defense-national-security,loyalty,Qwen2.5-14B-Instruct,Qwen2.5-72B-Instruct,0.329
national-defense-national-security,loyalty,Qwen2.5-14B-Instruct,Qwen2.5-7B-Instruct,0.315
national-defense-national-security,loyalty,Qwen2.5-72B-Instruct,Qwen2.5-7B-Instruct,0.325
national-defense-national-security,proportionality,Apertus-8B-Instruct-2509,Llama-3.1-70B-Instruct,0.463
national-defense-national-security,proportionality,Apertus-8B-Instruct-2509,Llama-3.1-8B-Instruct,0.438
national-defense-national-security,proportionality,Apertus-8B-Instruct-2509,Llama-3.2-1B-Instruct,0.49
national-defense-national-security,proportionality,Apertus-8B-Instruct-2509,Llama-3.2-3B-Instruct,0.488
national-defense-national-security,proportionality,Apertus-8B-Instruct-2509,Qwen2.5-14B-Instruct,0.471
national-defense-national-security,proportionality,Apertus-8B-Instruct-2509,Qwen2.5-72B-Instruct,0.48
national-defense-national-security,proportionality,Apertus-8B-Instruct-2509,Qwen2.5-7B-Instruct,0.515
national-defense-national-security,proportionality,Llama-3.1-70B-Instruct,Llama-3.1-8B-Instruct,0.352
national-defense-national-security,proportionality,Llama-3.1-70B-Instruct,Llama-3.2-1B-Instruct,0.425
national-defense-national-security,proportionality,Llama-3.1-70B-Instruct,Llama-3.2-3B-Instruct,0.406
national-defense-national-security,proportionality,Llama-3.1-70B-Instruct,Qwen2.5-14B-Instruct,0.422
national-defense-national-security,proportionality,Llama-3.1-70B-Instruct,Qwen2.5-72B-Instruct,0.358
national-defense-national-security,proportionality,Llama-3.1-70B-Instruct,Qwen2.5-7B-Instruct,0.37
national-defense-national-security,proportionality,Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,0.424
national-defense-national-security,proportionality,Llama-3.1-8B-Instruct,Llama-3.2-3B-Instruct,0.344
national-defense-national-security,proportionality,Llama-3.1-8B-Instruct,Qwen2.5-14B-Instruct,0.337
national-defense-national-security,proportionality,Llama-3.1-8B-Instruct,Qwen2.5-72B-Instruct,0.375
national-defense-national-security,proportionality,Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,0.368
national-defense-national-security,proportionality,Llama-3.2-1B-Instruct,Llama-3.2-3B-Instruct,0.41
national-defense-national-security,proportionality,Llama-3.2-1B-Instruct,Qwen2.5-14B-Instruct,0.473
national-defense-national-security,proportionality,Llama-3.2-1B-Instruct,Qwen2.5-72B-Instruct,0.448
national-defense-national-security,proportionality,Llama-3.2-1B-Instruct,Qwen2.5-7B-Instruct,0.452
national-defense-national-security,proportionality,Llama-3.2-3B-Instruct,Qwen2.5-14B-Instruct,0.478
national-defense-national-security,proportionality,Llama-3.2-3B-Instruct,Qwen2.5-72B-Instruct,0.454
national-defense-national-security,proportionality,Llama-3.2-3B-Instruct,Qwen2.5-7B-Instruct,0.439
national-defense-national-security,proportionality,Qwen2.5-14B-Instruct,Qwen2.5-72B-Instruct,0.369
national-defense-national-security,proportionality,Qwen2.5-14B-Instruct,Qwen2.5-7B-Instruct,0.381
national-defense-national-security,proportionality,Qwen2.5-72B-Instruct,Qwen2.5-7B-Instruct,0.382
national-defense-national-security,purity,Apertus-8B-Instruct-2509,Llama-3.1-70B-Instruct,0.449
national-defense-national-security,purity,Apertus-8B-Instruct-2509,Llama-3.1-8B-Instruct,0.453
national-defense-national-security,purity,Apertus-8B-Instruct-2509,Llama-3.2-1B-Instruct,0.466
national-defense-national-security,purity,Apertus-8B-Instruct-2509,Llama-3.2-3B-Instruct,0.419
national-defense-national-security,purity,Apertus-8B-Instruct-2509,Qwen2.5-14B-Instruct,0.438
national-defense-national-security,purity,Apertus-8B-Instruct-2509,Qwen2.5-72B-Instruct,0.442
national-defense-national-security,purity,Apertus-8B-Instruct-2509,Qwen2.5-7B-Instruct,0.412
national-defense-national-security,purity,Llama-3.1-70B-Instruct,Llama-3.1-8B-Instruct,0.377
national-defense-national-security,purity,Llama-3.1-70B-Instruct,Llama-3.2-1B-Instruct,0.404
national-defense-national-security,purity,Llama-3.1-70B-Instruct,Llama-3.2-3B-Instruct,0.358
national-defense-national-security,purity,Llama-3.1-70B-Instruct,Qwen2.5-14B-Instruct,0.466
national-defense-national-security,purity,Llama-3.1-70B-Instruct,Qwen2.5-72B-Instruct,0.372
national-defense-national-security,purity,Llama-3.1-70B-Instruct,Qwen2.5-7B-Instruct,0.45
national-defense-national-security,purity,Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,0.487
national-defense-national-security,purity,Llama-3.1-8B-Instruct,Llama-3.2-3B-Instruct,0.399
national-defense-national-security,purity,Llama-3.1-8B-Instruct,Qwen2.5-14B-Instruct,0.49
national-defense-national-security,purity,Llama-3.1-8B-Instruct,Qwen2.5-72B-Instruct,0.439
national-defense-national-security,purity,Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,0.445
national-defense-national-security,purity,Llama-3.2-1B-Instruct,Llama-3.2-3B-Instruct,0.431
national-defense-national-security,purity,Llama-3.2-1B-Instruct,Qwen2.5-14B-Instruct,0.513
national-defense-national-security,purity,Llama-3.2-1B-Instruct,Qwen2.5-72B-Instruct,0.447
national-defense-national-security,purity,Llama-3.2-1B-Instruct,Qwen2.5-7B-Instruct,0.485
national-defense-national-security,purity,Llama-3.2-3B-Instruct,Qwen2.5-14B-Instruct,0.484
national-defense-national-security,purity,Llama-3.2-3B-Instruct,Qwen2.5-72B-Instruct,0.376
national-defense-national-security,purity,Llama-3.2-3B-Instruct,Qwen2.5-7B-Instruct,0.383
national-defense-national-security,purity,Qwen2.5-14B-Instruct,Qwen2.5-72B-Instruct,0.395
national-defense-national-security,purity,Qwen2.5-14B-Instruct,Qwen2.5-7B-Instruct,0.395
national-defense-national-security,purity,Qwen2.5-72B-Instruct,Qwen2.5-7B-Instruct,0.395
patriotism-patriotic-patriot,authority,Apertus-8B-Instruct-2509,Llama-3.1-70B-Instruct,0.353
patriotism-patriotic-patriot,authority,Apertus-8B-Instruct-2509,Llama-3.1-8B-Instruct,0.438
patriotism-patriotic-patriot,authority,Apertus-8B-Instruct-2509,Llama-3.2-1B-Instruct,0.521
patriotism-patriotic-patriot,authority,Apertus-8B-Instruct-2509,Llama-3.2-3B-Instruct,0.467
patriotism-patriotic-patriot,authority,Apertus-8B-Instruct-2509,Qwen2.5-14B-Instruct,0.516
patriotism-patriotic-patriot,authority,Apertus-8B-Instruct-2509,Qwen2.5-72B-Instruct,0.496
patriotism-patriotic-patriot,authority,Apertus-8B-Instruct-2509,Qwen2.5-7B-Instruct,0.43
patriotism-patriotic-patriot,authority,Llama-3.1-70B-Instruct,Llama-3.1-8B-Instruct,0.296
patriotism-patriotic-patriot,authority,Llama-3.1-70B-Instruct,Llama-3.2-1B-Instruct,0.486
patriotism-patriotic-patriot,authority,Llama-3.1-70B-Instruct,Llama-3.2-3B-Instruct,0.368
patriotism-patriotic-patriot,authority,Llama-3.1-70B-Instruct,Qwen2.5-14B-Instruct,0.429
patriotism-patriotic-patriot,authority,Llama-3.1-70B-Instruct,Qwen2.5-72B-Instruct,0.425
patriotism-patriotic-patriot,authority,Llama-3.1-70B-Instruct,Qwen2.5-7B-Instruct,0.407
patriotism-patriotic-patriot,authority,Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,0.497
patriotism-patriotic-patriot,authority,Llama-3.1-8B-Instruct,Llama-3.2-3B-Instruct,0.335
patriotism-patriotic-patriot,authority,Llama-3.1-8B-Instruct,Qwen2.5-14B-Instruct,0.411
patriotism-patriotic-patriot,authority,Llama-3.1-8B-Instruct,Qwen2.5-72B-Instruct,0.443
patriotism-patriotic-patriot,authority,Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,0.413
patriotism-patriotic-patriot,authority,Llama-3.2-1B-Instruct,Llama-3.2-3B-Instruct,0.462
patriotism-patriotic-patriot,authority,Llama-3.2-1B-Instruct,Qwen2.5-14B-Instruct,0.516
patriotism-patriotic-patriot,authority,Llama-3.2-1B-Instruct,Qwen2.5-72B-Instruct,0.393
patriotism-patriotic-patriot,authority,Llama-3.2-1B-Instruct,Qwen2.5-7B-Instruct,0.501
patriotism-patriotic-patriot,authority,Llama-3.2-3B-Instruct,Qwen2.5-14B-Instruct,0.397
patriotism-patriotic-patriot,authority,Llama-3.2-3B-Instruct,Qwen2.5-72B-Instruct,0.398
patriotism-patriotic-patriot,authority,Llama-3.2-3B-Instruct,Qwen2.5-7B-Instruct,0.421
patriotism-patriotic-patriot,authority,Qwen2.5-14B-Instruct,Qwen2.5-72B-Instruct,0.399
patriotism-patriotic-patriot,authority,Qwen2.5-14B-Instruct,Qwen2.5-7B-Instruct,0.417
patriotism-patriotic-patriot,authority,Qwen2.5-72B-Instruct,Qwen2.5-7B-Instruct,0.399
patriotism-patriotic-patriot,base,Apertus-8B-Instruct-2509,Llama-3.1-70B-Instruct,0.458
patriotism-patriotic-patriot,base,Apertus-8B-Instruct-2509,Llama-3.1-8B-Instruct,0.494
patriotism-patriotic-patriot,base,Apertus-8B-Instruct-2509,Llama-3.2-1B-Instruct,0.558
patriotism-patriotic-patriot,base,Apertus-8B-Instruct-2509,Llama-3.2-3B-Instruct,0.454
patriotism-patriotic-patriot,base,Apertus-8B-Instruct-2509,Qwen2.5-14B-Instruct,0.409
patriotism-patriotic-patriot,base,Apertus-8B-Instruct-2509,Qwen2.5-72B-Instruct,0.409
patriotism-patriotic-patriot,base,Apertus-8B-Instruct-2509,Qwen2.5-7B-Instruct,0.435
patriotism-patriotic-patriot,base,Llama-3.1-70B-Instruct,Llama-3.1-8B-Instruct,0.344
patriotism-patriotic-patriot,base,Llama-3.1-70B-Instruct,Llama-3.2-1B-Instruct,0.474
patriotism-patriotic-patriot,base,Llama-3.1-70B-Instruct,Llama-3.2-3B-Instruct,0.344
